" ;Cassette; ;Aires Acondicionados;""Cassette"";""4 rejillas de inyección en las orillas y un retorno por el centro. Inyección de aire curveado hacia las orillas, evitando el retorno. Incluye parrilla frontal, filtro y ganchos para su colocación y aseguramiento. Incluye control remoto inalámbrico. Ventiladores con tres velocidades - alta, media y baja. Funciones de enfriamiento, calefacción, ventilación y dehumidificación. Juegos sólo frío deben incluir tubo de expansión y transformador. Condensadora de descarga horizontal (YKJA) y vertical (AC0). Condensadoras incluyen rejillas para mayor protección del serpentín."""
" ;MiniSplit ; ;Aires Acondicionados;""MiniSplit "";""Tipo:	aire acondicionado inverter v inverter v de 9.000 btu, capacidad	9.000 btu /hr ó 0.75 tr/hr, refrigerante r-410a, voltaje 220v / 110v, todas las unidades incluyen refrigerante r-410a, control remoto infrarrojo, ventilador con tres velocidades - alta, media y baja. 1 año de garantía en partes y 5 en compresor."""
" ;Tipo Paquete; ;Aires Acondicionados;""Descripción corta"";""El Aire Acondicionado tipo Paquete es un equipo compacto, y como su nombre lo indica viene empaquetado en una sola unidad la unidad condensadora y la evaporadora, tal como viene el aire acondicionado tipo ventana, solo que mucho mas grande. Su instalación exige una área muy ventilada y bien soportada, en caso de ser instalada sobre una construcción. Requiere de ductos los que transportaran el aire frio al interior del espacio a refrigerar, permitiendo así una muy eficiente distribución de frío y un uso muy silencioso."""
